kepler_name,koi_period,koi_teq,koi_prad,koi_smass,koi_disposition,koi_score,koi_steff,koi_srad,koi_impact
Kepler-55 e,4.617490562,728.0,1.62,0.7100,CONFIRMED,1.0000,4500.00,0.6460,0.649
Kepler-55 f,10.19849255,559.0,1.75,0.7100,CONFIRMED,0.9960,4500.00,0.6460,0.714
,5.795063956,950.0,4.33,0.9140,FALSE POSITIVE,0.0000,5865.00,0.8270,0.949
Kepler-250 c,7.15681552,782.0,2.47,0.7980,CONFIRMED,1.0000,5029.00,0.8380,0.45
Kepler-250 d,17.64830851,579.0,2.43,0.7980,CONFIRMED,1.0000,5029.00,0.8380,0.653
Kepler-250 b,4.14810719,938.0,1.08,0.7980,CONFIRMED,0.9570,5029.00,0.8380,0.093
Kepler-251 c,16.51410989,655.0,2.72,0.8410,CONFIRMED,1.0000,5527.00,0.8660,0.395
Kepler-251 d,30.1329298,536.0,3.14,0.8410,CONFIRMED,1.0000,5527.00,0.8660,0.839
Kepler-251 b,4.79090809,990.0,1.36,0.8410,CONFIRMED,1.0000,5527.00,0.8660,0.11
Kepler-110 c,31.71981013,743.0,3.09,1.0190,CONFIRMED,1.0000,5869.00,1.6260,0.125
Kepler-251 e,99.6415962,360.0,2.64,0.8410,CONFIRMED,1.0000,5527.00,0.8660,0.028
Kepler-720 b,4.708326451,1162.0,10.6,0.9400,CONFIRMED,1.0000,5560.00,1.2100,0.061
,16.37198661,438.0,540.37,0.5800,FALSE POSITIVE,0.0000,4187.00,0.5920,9.303
Kepler-721 b,5.392026903,850.0,2.68,0.9150,CONFIRMED,1.0000,5198.00,0.8010,0.314
,2.494170338,1194.0,2.42,0.9280,CANDIDATE,1.0000,5569.00,0.8290,0.095
Kepler-730 b,6.491682808,1062.0,9.66,1.1590,CONFIRMED,1.0000,6123.00,1.1070,0.535
,3.044770796,1076.0,24.54,0.8430,FALSE POSITIVE,0.0000,5525.00,0.7530,1.252
Kepler-731 b,3.855603916,1212.0,13.61,1.1530,CONFIRMED,0.9990,6033.00,1.0460,0.348
,3.855599139,1158.0,3.57,1.0750,FALSE POSITIVE,0.0000,5936.00,0.9650,0.864
Kepler-468 b,38.47876629,484.0,13.26,0.9730,CONFIRMED,0.9200,5510.00,0.8790,0.003
,37.601661282,606.0,27.22,0.9890,FALSE POSITIVE,0.0000,6140.00,1.0960,0.408
Kepler-724 b,3.314947362,1155.0,3.94,0.9830,CONFIRMED,1.0000,5609.00,0.9440,0.799
,6.71969089,952.0,4.37,0.8250,FALSE POSITIVE,0.0000,5931.00,0.8660,0.985
Kepler-725 b,39.6431552,472.0,10.98,0.8440,CONFIRMED,0.9960,5231.00,0.9000,0.062
,51.42598578,549.0,29.66,1.2330,FALSE POSITIVE,0.0000,6257.00,1.1470,0.203
Kepler-726 b,21.80451611,543.0,2.6,0.8060,CONFIRMED,1.0000,5481.00,0.7080,0.751
Kepler-253 c,10.28194593,680.0,2.53,0.8690,CONFIRMED,1.0000,5196.00,0.7750,0.168
Kepler-253 d,18.11993039,563.0,2.95,0.8690,CONFIRMED,1.0000,5196.00,0.7750,0.206
Kepler-253 b,3.78402867,949.0,1.7,0.8690,CONFIRMED,1.0000,5196.00,0.7750,0.691
Kepler-727 b,5.15448142,964.0,2.94,0.8160,CONFIRMED,1.0000,5431.00,0.8840,0.933
Kepler-469 b,33.80364366,745.0,20.7,1.1740,FALSE POSITIVE,0.0000,5855.00,1.7960,0.023
Kepler-728 b,5.743469797,982.0,3.13,0.9830,CONFIRMED,1.0000,5897.00,0.8910,0.001
,39.4759093,577.0,4.06,1.0910,CANDIDATE,1.0000,6225.00,1.0310,0.938
,19.974485239,700.0,26.56,1.0720,FALSE POSITIVE,0.0000,6108.00,0.9970,0.886
Kepler-729 b,3.166353562,1273.0,3.82,1.0720,CONFIRMED,1.0000,6007.00,0.9980,0.032
,23.899634407,652.0,44.04,0.9910,FALSE POSITIVE,0.0000,6192.00,0.9240,1.245
Kepler-256 c,3.388012244,1315.0,2.11,0.9490,CONFIRMED,1.0000,5553.00,1.2500,0.433
Kepler-256 d,5.83909761,1097.0,2.06,0.9490,CONFIRMED,1.0000,5553.00,1.2500,0.341
Kepler-256 b,1.620467654,1681.0,1.57,0.9490,CONFIRMED,1.0000,5553.00,1.2500,0.271
Kepler-256 e,10.6816951,897.0,2.3,0.9490,CONFIRMED,1.0000,5553.00,1.2500,0.646
Kepler-734 b,6.104849417,784.0,3.18,0.7100,CONFIRMED,1.0000,5085.00,0.7120,0.041
Kepler-77 b,3.578780566,1145.0,10.43,0.9500,CONFIRMED,0.9990,5524.00,0.9940,0.079
,3.187067566,1079.0,23.88,0.8570,FALSE POSITIVE,0.0000,5450.00,0.8110,1.234
Kepler-254 b,5.826657508,1013.0,4.09,0.9430,CONFIRMED,1.0000,5561.00,1.0600,0.033
Kepler-254 c,12.41216347,787.0,2.58,0.9430,CONFIRMED,0.9980,5561.00,1.0600,0.021
Kepler-254 d,18.74649011,686.0,3.05,0.9430,CONFIRMED,1.0000,5561.00,1.0600,0.508
Kepler-31 b,20.86021229,781.0,5.5,0.9580,CONFIRMED,1.0000,6035.00,1.2570,0.066
Kepler-31 c,42.63427848,615.0,5.22,0.9580,CONFIRMED,1.0000,6035.00,1.2570,0.142
Kepler-31 d,87.6476068,484.0,4,0.9580,CONFIRMED,0.9730,6035.00,1.2570,0.147
,9.61731426,1010.0,1.94,0.9580,CANDIDATE,0.9750,6035.00,1.2570,0.331
Kepler-732 b,9.467821474,407.0,2.13,0.4910,CONFIRMED,0.9530,3582.00,0.4580,0.081
Kepler-732 c,0.893040969,893.0,1.24,0.4910,CONFIRMED,0.7040,3582.00,0.4580,0.009
Kepler-15 b,4.942783419,1008.0,10.62,1.0030,CONFIRMED,0.9960,5514.00,0.9780,0.566
Kepler-733 b,20.83426731,595.0,2.74,0.9990,CONFIRMED,1.0000,5537.00,0.8800,0.256
Kepler-255 c,9.94602357,807.0,3.12,0.8670,CONFIRMED,1.0000,5344.00,1.0130,0.035
Kepler-255 d,1.04562195,1710.0,1.45,0.8670,CONFIRMED,0.9980,5344.00,1.0130,0.037
Kepler-255 b,5.71462396,971.0,1.78,0.8670,CONFIRMED,0.9490,5344.00,1.0130,0.503
,102.9641952,797.0,39,2.1500,FALSE POSITIVE,1.0000,5047.00,7.1190,0.922
Kepler-24 b,8.14515981,1050.0,3.43,0.8840,CONFIRMED,1.0000,5896.00,1.2400,0.965
Kepler-24 e,18.9985279,792.0,43.17,0.8840,CONFIRMED,1.0000,5896.00,1.2400,1.3
Kepler-24 d,4.24439049,1305.0,2.07,0.8840,CONFIRMED,0.9990,5896.00,1.2400,0.949
,90.1240507,485.0,7.12,1.2790,CANDIDATE,1.0000,6520.00,1.2150,0.698
Kepler-112 c,28.5742692,538.0,2.32,0.7760,CONFIRMED,1.0000,5551.00,0.8120,0.068
,856.672115,242.0,3.87,1.0630,CANDIDATE,,6449.00,1.3090,0.1158
,0.689210173,1943.0,1.32,1.0640,CANDIDATE,1.0000,5630.00,0.9540,0.154
Kepler-1739 b,7.34373964,839.0,1.84,0.8650,CONFIRMED,0.9650,5757.00,0.7620,0.185
,0.445277068,2562.0,35.74,1.1490,FALSE POSITIVE,,6167.00,1.0640,1.2962
,0.379463865,3000.0,59.56,0.9050,FALSE POSITIVE,0.0000,5075.00,1.7830,1.246
,9.88047978,860.0,23.6,0.9970,FALSE POSITIVE,0.0000,6113.00,0.9170,1.02
,4.6484156,2259.0,5.06,1.6710,FALSE POSITIVE,0.0000,6980.00,3.4820,0.968
,17.512014768,804.0,13.66,0.9980,FALSE POSITIVE,0.0000,6224.00,1.1320,0.994
,3.9886021,3145.0,34.39,2.0160,CANDIDATE,0.0000,4813.00,13.6520,0.06
,0.533059312,5862.0,133.56,2.1660,CANDIDATE,1.0000,8523.00,4.0510,1.263
,0.525154153,2073.0,23.61,0.8190,FALSE POSITIVE,0.0000,5582.00,0.8460,1.226
,1.303861044,1610.0,27.85,0.8870,FALSE POSITIVE,0.0000,5758.00,0.9020,1.258
,0.73452496,,,,FALSE POSITIVE,,,,
,2.55549176,1312.0,23.35,0.9540,FALSE POSITIVE,0.0000,5948.00,0.9010,1.228
,2.947376671,2404.0,403.59,1.8280,FALSE POSITIVE,0.0000,8090.00,2.2340,2.641
Kepler-111 c,224.7789355,333.0,7.67,1.0920,CONFIRMED,1.0000,5873.00,1.2350,0.652
,0.890110752,1372.0,1.25,0.8150,FALSE POSITIVE,0.0000,4768.00,0.7110,0.216
,5.76573396,1964.0,7.47,1.6570,FALSE POSITIVE,0.0000,5772.00,4.4340,0.708
Kepler-769 b,7.42608123,1037.0,2.47,1.1400,CONFIRMED,1.0000,6049.00,1.1760,0.097
Kepler-769 c,15.9868932,803.0,1.62,1.1400,CONFIRMED,0.9890,6049.00,1.1760,0.533
,0.73094589,1922.0,17.12,0.9380,FALSE POSITIVE,0.0000,5901.00,0.8480,1.169
Kepler-770 b,18.92537246,1171.0,13.92,1.8080,CONFIRMED,1.0000,4941.00,4.8850,0.806
,0.933749106,2863.0,3.22,1.2330,FALSE POSITIVE,0.0000,6215.00,2.1880,0.736
,2.037440623,1572.0,1.19,0.9750,FALSE POSITIVE,0.0000,6253.00,1.0150,0.715
,129995.7784,25.0,2.99,0.7170,CANDIDATE,,4500.00,0.7260,0.7127
Kepler-784 b,31.5925809,688.0,1.78,1.0160,CONFIRMED,0.9940,5676.00,1.4870,0.283
Kepler-784 c,17.157236,844.0,1.55,1.0160,CONFIRMED,0.9970,5676.00,1.4870,0.238
Kepler-785 b,1.97376085,753.0,8.78,0.5340,CONFIRMED,0.9980,3807.00,0.5030,0.337
,13.118962443,1768.0,8.25,2.0180,CONFIRMED,0.6320,7221.00,4.2400,0.042
,4.618767792,1170.0,7.48,0.9380,FALSE POSITIVE,0.0000,6013.00,1.0330,0.766
,7.82187328,2101.0,2.78,2.0180,CANDIDATE,0.0000,7221.00,4.2400,0.005
,53.5057611,675.0,2.52,1.1740,CANDIDATE,0.9990,6247.00,1.7620,0.46
Kepler-21 b,2.785821236,1784.0,1.69,1.1620,CONFIRMED,1.0000,6202.00,1.7330,0.893
,52.56901867,737.0,78.54,1.6200,FALSE POSITIVE,0.0000,7240.00,1.7170,1.197
,3.411758679,684.0,14.71,0.5820,FALSE POSITIVE,0.0000,3995.00,0.5610,1.213
,0.525426427,2069.0,1.45,0.8890,FALSE POSITIVE,0.0000,5791.00,0.8020,0.113
Kepler-755 b,1.269091415,1331.0,1.41,0.8070,CONFIRMED,1.0000,5041.00,0.7660,0.412
Kepler-755 c,2.853133997,1016.0,1.36,0.8070,CONFIRMED,1.0000,5041.00,0.7660,0.698
Kepler-1734 b,6.79685353,985.0,2.01,1.0500,CONFIRMED,1.0000,6061.00,0.9700,0.62
,8.667822346,1303.0,67.37,1.0890,FALSE POSITIVE,0.0000,6266.00,1.8890,1.276
Kepler-770 c,1.475323222,2740.0,5.88,1.8080,CONFIRMED,0.9930,4941.00,4.8850,0.136
Kepler-770 d,4.15246118,1941.0,7.62,1.8080,CONFIRMED,1.0000,4941.00,4.8850,0.639
,6.7210783,,,,FALSE POSITIVE,,,,
Kepler-771 b,8.7348852,890.0,1.59,1.0470,CONFIRMED,0.9950,5982.00,0.9600,0.314
,10.26547688,770.0,1.81,0.9500,FALSE POSITIVE,0.0000,5699.00,0.8530,0.69
,13.4471791,848.0,5.24,1.0010,CANDIDATE,0.7520,6276.00,1.0410,0.963
,3.305577989,1027.0,25.89,0.7860,FALSE POSITIVE,0.0000,5534.00,0.7070,1.145
,4.800653901,1347.0,16.91,1.2560,FALSE POSITIVE,0.0000,6715.00,1.2410,0.785
,15.06649901,932.0,56.44,1.0280,FALSE POSITIVE,0.0000,5751.00,1.6260,1.018
,34.82008158,459.0,11.36,0.7460,FALSE POSITIVE,0.0000,5114.00,0.7840,0.663
,0.651784374,2090.0,33.65,0.9750,FALSE POSITIVE,0.0000,5555.00,1.0610,1.224
,1.353771892,4903.0,430.99,0.9310,FALSE POSITIVE,1.0000,4283.00,15.7600,1.203
,18.95491633,1139.0,71.39,1.3520,FALSE POSITIVE,0.0000,6362.00,2.5340,1.228
,4.348866254,6421.0,2436.69,1.6790,FALSE POSITIVE,0.0000,3598.00,101.4510,1.187
,47.93094546,905.0,68.02,1.7370,FALSE POSITIVE,0.0000,8214.00,1.9380,1.272
,3.99751422,2203.0,2.98,1.3720,FALSE POSITIVE,,5066.00,5.3240,0.0303
,1.592633181,1053.0,1.56,0.6540,FALSE POSITIVE,0.0000,4506.00,0.6510,0.003
,67.5923754,588.0,12.1,1.3410,CONFIRMED,0.0000,6038.00,1.7440,0.728
Kepler-265 c,17.02902786,755.0,2.54,0.8810,CONFIRMED,1.0000,5839.00,1.0670,0.202
Kepler-265 b,6.84619236,1022.0,1.67,0.8810,CONFIRMED,0.9450,5839.00,1.0670,0.077
Kepler-265 e,67.8321638,476.0,2.39,0.8810,CONFIRMED,0.7650,5839.00,1.0670,0.027
Kepler-265 d,43.1312147,554.0,2.39,0.8810,CONFIRMED,0.8150,5839.00,1.0670,0.67
Kepler-756 b,1.224866441,1741.0,1.54,0.9330,CONFIRMED,0.9990,5553.00,1.1070,0.286
Kepler-1736 b,37.8102649,566.0,2.33,0.9760,CONFIRMED,0.9310,6085.00,0.9730,0.061
Kepler-268 b,25.93406406,695.0,2.48,1.0590,CONFIRMED,1.0000,5952.00,1.2250,0.014
Kepler-268 c,83.4463485,471.0,2.73,1.0590,CONFIRMED,0.9120,5952.00,1.2250,0.058
,7.04710032,986.0,25.2,0.9600,FALSE POSITIVE,0.0000,5766.00,1.0680,1.195
Kepler-772 b,12.99204853,866.0,2.03,0.9680,CONFIRMED,0.9890,5765.00,1.2420,0.091
,11.11620211,853.0,8.96,1.0700,FALSE POSITIVE,0.0000,6122.00,0.9960,0.937
,1.922861499,1392.0,5.09,1.0280,FALSE POSITIVE,0.0000,5778.00,0.9110,0.943
,0.635445336,1177.0,19,0.5540,FALSE POSITIVE,0.0000,3920.00,0.5500,1.253
,1.665784138,2636.0,97.27,1.3780,FALSE POSITIVE,0.0000,6261.00,2.7890,1.27
,55.6639167,434.0,34.14,0.8940,FALSE POSITIVE,0.0000,5587.00,0.8530,1.298
Kepler-79 d,52.09081627,592.0,7.14,1.1010,CONFIRMED,0.9940,6198.00,1.3240,0.065
,7.1548608,1482.0,7.41,1.6160,FALSE POSITIVE,,7443.00,1.7390,0.9848
Kepler-1973 b,4.28746668,942.0,2.29,0.9110,CONFIRMED,0.7110,5296.00,0.8150,0.374
,2.002779769,1311.0,1.42,0.7990,FALSE POSITIVE,0.0000,5346.00,0.8920,0.242
Kepler-260 b,8.18739443,782.0,1.92,0.8210,CONFIRMED,1.0000,5251.00,0.8490,0.377
Kepler-260 c,76.0498163,372.0,1.75,0.8210,CONFIRMED,0.8810,5251.00,0.8490,0.015
Kepler-111 b,3.341799486,1356.0,1.67,1.0920,CONFIRMED,1.0000,5873.00,1.2350,0.426
,3.3226948,3859.0,15.33,2.6980,FALSE POSITIVE,,5234.00,16.9590,0.4722
,36.97708808,602.0,38.6,0.8730,FALSE POSITIVE,0.0000,5589.00,1.2390,1.246
,1.851409163,2154.0,20.42,1.1800,FALSE POSITIVE,,7117.00,1.4690,1.1117
,1.303859704,2393.0,0.98,1.0690,FALSE POSITIVE,0.0000,6802.00,1.5210,0.674
,145.5624926,387.0,40.15,0.9690,FALSE POSITIVE,0.0000,6148.00,1.0950,1.274
Kepler-773 b,3.749105745,1160.0,1.68,0.9870,CONFIRMED,1.0000,5751.00,0.9830,0.942
Kepler-774 b,11.08956602,1422.0,3.51,1.4970,CONFIRMED,1.0000,6353.00,2.8670,0.02
,7.37290344,1004.0,2.67,0.9820,CANDIDATE,1.0000,5973.00,1.0700,0.993
,7.24476126,837.0,0.65,0.8690,FALSE POSITIVE,0.0000,5370.00,0.8740,0.04
,119.0624882,366.0,10.4,0.7600,CANDIDATE,1.0000,5697.00,0.9200,0.968
Kepler-415 c,8.70798309,543.0,2.01,0.5900,CONFIRMED,1.0000,4362.00,0.5540,0.063
,14.8623076,454.0,1.57,0.5900,CANDIDATE,0.0000,4362.00,0.5540,0.324
Kepler-415 b,4.17634276,694.0,1.23,0.5900,CONFIRMED,0.9990,4362.00,0.5540,0.142
Kepler-79 c,27.40229859,734.0,3.63,1.1010,CONFIRMED,1.0000,6198.00,1.3240,0.022
Kepler-743 b,3.179267286,1101.0,1.21,0.9600,CONFIRMED,1.0000,5511.00,0.8570,0.171
Kepler-261 b,10.38122447,672.0,2.18,0.8160,CONFIRMED,1.0000,5095.00,0.7800,0.319
Kepler-261 c,24.5709023,505.0,2.82,0.8160,CONFIRMED,1.0000,5095.00,0.7800,0.945
,81.221876,385.0,16.59,0.9560,FALSE POSITIVE,,5619.00,0.8740,1.01
,0.817026268,1784.0,2.92,0.9560,FALSE POSITIVE,0.0000,5619.00,0.8740,0.01
Kepler-43 b,3.024092505,1489.0,12.14,1.2270,CONFIRMED,1.0000,6063.00,1.3580,0.424
,5.670155713,341.0,5.85,0.1640,FALSE POSITIVE,1.0000,3337.00,0.1830,1.267
Kepler-757 b,1.022678654,1734.0,1.14,0.8750,CONFIRMED,1.0000,5366.00,1.0200,0.019
Kepler-758 b,12.10968709,1005.0,2.98,0.9600,CONFIRMED,1.0000,6021.00,1.4580,0.924
Kepler-758 c,4.75796103,1372.0,1.7,0.9600,CONFIRMED,0.7580,6021.00,1.4580,0.621
Kepler-758 d,20.4972755,843.0,2.96,0.9600,CONFIRMED,1.0000,6021.00,1.4580,0.966
,13.55480534,679.0,0.62,0.8690,FALSE POSITIVE,0.0000,5370.00,0.8740,0.497
,29.74454668,455.0,20.06,0.8390,FALSE POSITIVE,0.0000,4889.00,0.7880,0.337
,14.15402428,777.0,53.25,0.9940,FALSE POSITIVE,0.0000,5850.00,1.0370,1.1
,0.844786082,1864.0,35.27,0.8650,FALSE POSITIVE,0.0000,5705.00,0.9150,1.297
,0.848483947,1908.0,32.11,1.0190,FALSE POSITIVE,0.0010,5941.00,0.9360,1.264
,11.99097576,880.0,37.47,0.9440,FALSE POSITIVE,0.0000,6110.00,1.0720,1.269
Kepler-786 b,53.5292702,348.0,2.28,0.7910,CONFIRMED,1.0000,4736.00,0.7080,0.346
,0.393726813,2705.0,24.17,1.0850,FALSE POSITIVE,,6277.00,1.0310,1.1898
Kepler-1741 b,2.757584622,615.0,1.01,0.4540,CONFIRMED,1.0000,3683.00,0.4240,0.093
Kepler-787 b,0.928310036,1115.0,1.16,0.6210,CONFIRMED,0.9900,4109.00,0.6020,0.181
Kepler-79 b,13.48457668,929.0,3.39,1.1010,CONFIRMED,1.0000,6198.00,1.3240,0.011
Kepler-276 c,31.8841473,563.0,3.7,1.0370,CONFIRMED,0.9990,5779.00,0.9740,0.938
,16.15811112,660.0,86.13,0.9560,CANDIDATE,,5619.00,0.8740,1.8572
,67.69213907,1173.0,175.98,2.3720,FALSE POSITIVE,,5355.00,10.7030,0.5581
Kepler-744 b,12.06222962,750.0,1.62,0.8970,CONFIRMED,0.9990,5547.00,0.9330,0.392
Kepler-745 b,9.93146307,931.0,2.41,1.0350,CONFIRMED,0.8480,5782.00,1.2200,0.037
Kepler-262 c,21.85362905,618.0,1.75,0.9700,CONFIRMED,1.0000,5830.00,0.8760,0.676
Kepler-758 e,8.19345065,1144.0,1.74,0.9600,CONFIRMED,0.8840,6021.00,1.4580,0.815
,19.97867,1351.0,6.85,2.2190,FALSE POSITIVE,0.0000,9651.00,1.8950,0.923
Kepler-759 b,41.8059544,533.0,2.02,0.9610,CONFIRMED,1.0000,5907.00,0.9730,0.029
,15.45158184,1285.0,2.02,1.8780,FALSE POSITIVE,0.0000,7839.00,2.0690,0.636
,89.698168533,554.0,102.08,0.9590,FALSE POSITIVE,0.0000,6214.00,1.5830,0.684
,1.187352427,2251.0,67.35,1.2430,FALSE POSITIVE,0.5570,6424.00,1.4890,1.222
,3.012476582,2371.0,65.25,2.0630,FALSE POSITIVE,0.0000,8601.00,2.0310,1.261
Kepler-48 b,4.77800306,932.0,1.85,0.8560,CONFIRMED,1.0000,5192.00,0.8730,0.02
,7.814839231,903.0,5.33,0.9980,FALSE POSITIVE,0.0000,5887.00,0.9310,0.945
,29.7452499,557.0,3.6,0.8650,FALSE POSITIVE,0.0000,5334.00,1.0040,0.941
Kepler-269 b,5.32667299,1007.0,2.26,1.0160,CONFIRMED,1.0000,5831.00,0.9210,0.043
,0.741057213,1730.0,26.67,0.8690,FALSE POSITIVE,0.0000,5496.00,0.7760,1.26
,2.988085455,1101.0,21.81,0.9070,FALSE POSITIVE,0.0000,5497.00,0.8090,1.216
,2.783883492,1934.0,67.17,1.1480,FALSE POSITIVE,0.0000,6028.00,2.1470,1.255
,0.393727296,2216.0,23.05,0.9030,FALSE POSITIVE,0.0000,5628.00,0.8080,1.228
Kepler-1740 b,8.17242644,858.0,3.29,0.9430,CONFIRMED,1.0000,5705.00,0.9050,0.926
,1295.362215,169.0,57.82,0.8890,CANDIDATE,,5609.00,1.0480,1.3935
Kepler-262 b,13.0607936,734.0,1.45,0.9700,CONFIRMED,1.0000,5830.00,0.8760,0.718
,4.2989201,1046.0,2.12,0.8610,CANDIDATE,0.9900,5300.00,0.9860,0.972
,25.9518461,521.0,22.32,0.8920,FALSE POSITIVE,0.0000,5372.00,0.7960,1.22
,25.9518536,494.0,24.6,0.8130,FALSE POSITIVE,0.0000,5198.00,0.7420,1.25
,5.68628739,1059.0,4.5,0.9230,FALSE POSITIVE,,6052.00,0.9560,0.8548
,15.663886949,1060.0,27.36,1.4300,FALSE POSITIVE,0.0000,5996.00,2.2210,0.985
,4.020628573,1232.0,16.94,1.0930,FALSE POSITIVE,0.0080,6210.00,1.0330,0.827
,5.714817603,943.0,9.29,0.8690,CANDIDATE,1.0000,5695.00,0.8420,0.096
,185.02288222,379.0,49.82,1.1800,FALSE POSITIVE,0.0000,6025.00,1.3670,1.004
,2.897432135,2170.0,14.35,1.3590,FALSE POSITIVE,0.0000,5970.00,2.9940,0.967
Kepler-760 b,8.70420525,748.0,2.86,0.8090,CONFIRMED,1.0000,5074.00,0.8630,0.5
Kepler-269 c,8.1280933,875.0,1.39,1.0160,CONFIRMED,1.0000,5831.00,0.9210,0.357
,2.83668931,1242.0,1.19,1.0160,CANDIDATE,1.0000,5831.00,0.9210,0.33
Kepler-775 b,0.974868896,1612.0,1.16,0.9240,CONFIRMED,1.0000,5487.00,0.8320,0.12
Kepler-776 b,4.89721006,904.0,1.48,0.7940,CONFIRMED,1.0000,5093.00,0.8470,0.66
,2.757794163,1231.0,20.05,0.9480,FALSE POSITIVE,0.0000,5747.00,0.8910,0.8
,1.914158508,1646.0,13.63,1.1640,FALSE POSITIVE,0.0000,6289.00,1.1180,0.942
,3.98216698,1374.0,3.32,1.0190,FALSE POSITIVE,0.0000,5570.00,1.5480,0.775
,0.643794198,2011.0,19.51,0.9170,FALSE POSITIVE,0.0000,5958.00,0.8300,1.193
Kepler-275 c,16.08832318,875.0,3.42,1.0800,CONFIRMED,0.9860,6157.00,1.3300,0.648
Kepler-275 b,10.30067919,1015.0,2.2,1.0800,CONFIRMED,0.9940,6157.00,1.3300,0.004
Kepler-275 d,35.6757453,671.0,3.02,1.0800,CONFIRMED,0.9980,6157.00,1.3300,0.61
,1.00861677,,,,CANDIDATE,,,,
,161.78832712,375.0,36.14,1.1420,FALSE POSITIVE,0.0000,6018.00,1.2120,0.267
Kepler-263 b,16.56806842,548.0,2.54,0.7490,CONFIRMED,1.0000,4987.00,0.7160,0.164
Kepler-263 c,47.3329299,386.0,2.18,0.7490,CONFIRMED,1.0000,4987.00,0.7160,0.43
,0.856895349,1881.0,0.82,0.9580,FALSE POSITIVE,0.0000,6021.00,0.8730,0.554
Kepler-264 b,40.8065333,772.0,3.71,1.4720,CONFIRMED,0.9760,6207.00,2.0970,0.016
Kepler-760 c,2.46697039,1139.0,1.56,0.8090,CONFIRMED,1.0000,5074.00,0.8630,0.574
,2.624234833,1164.0,5.11,0.9630,CANDIDATE,1.0000,5340.00,0.8990,0.781
Kepler-266 b,6.61836309,1066.0,2.98,0.9470,CONFIRMED,1.0000,5529.00,1.2940,0.043
Kepler-266 c,107.7214092,421.0,4.75,0.9470,CONFIRMED,1.0000,5529.00,1.2940,0.003
,92.77779,410.0,1.92,1.0530,CANDIDATE,,5888.00,1.0190,0.0174
,5.251916208,952.0,37.15,0.9190,FALSE POSITIVE,0.0000,5542.00,0.8720,1.256
Kepler-48 c,9.673958488,736.0,2.63,0.8560,CONFIRMED,1.0000,5192.00,0.8730,0.194
,100.3039228,313.0,29.55,0.8000,FALSE POSITIVE,0.0000,5055.00,0.7720,1.256
,200.61103346,,,,FALSE POSITIVE,0.0000,,,
,0.986620248,2308.0,43.98,1.0490,FALSE POSITIVE,0.0000,6243.00,1.3850,1.252
,1.63484631,,,,FALSE POSITIVE,0.0000,,,
Kepler-276 b,14.12847677,739.0,2.73,1.0370,CONFIRMED,0.9850,5779.00,0.9740,0.811
Kepler-276 d,48.6478543,489.0,4.14,1.0370,CONFIRMED,0.8290,5779.00,0.9740,0.988
Kepler-788 b,8.39842977,984.0,2,1.0960,CONFIRMED,1.0000,6309.00,1.0440,0.573
Kepler-789 b,8.63847391,1419.0,5.99,1.5360,CONFIRMED,1.0000,5684.00,3.0460,0.049
,422.917678,292.0,5.89,1.0040,CANDIDATE,,5796.00,1.4440,0.7887
Kepler-264 c,140.10765,511.0,3.42,1.4720,CONFIRMED,0.9910,6207.00,2.0970,0.019
Kepler-746 b,3.4815917,1156.0,1.17,0.9020,CONFIRMED,0.9980,5405.00,1.0220,0.076
,8.360616221,1263.0,40.35,1.3430,FALSE POSITIVE,0.0460,5463.00,2.4450,0.21
,1.838514968,1426.0,4.86,1.0380,FALSE POSITIVE,0.0000,5751.00,0.9400,0.045
Kepler-747 b,35.61760233,456.0,5.17,0.7370,CONFIRMED,1.0000,5123.00,0.7790,0.009
,1.09206833,1611.0,1.29,0.9590,FALSE POSITIVE,0.0000,5639.00,0.8590,0.469
Kepler-761 b,10.12805158,767.0,1.95,0.8650,CONFIRMED,0.9980,5676.00,0.8200,0.753
,1.613001111,1680.0,1.25,0.8860,FALSE POSITIVE,0.0000,5580.00,1.2050,0.448
Kepler-762 b,3.770551475,1302.0,12.05,1.1240,CONFIRMED,1.0000,6322.00,1.0750,0.053
,1.343767797,2654.0,18.66,1.2300,FALSE POSITIVE,0.9640,6324.00,2.3120,0.891
,29.12436474,356.0,15.25,0.4940,FALSE POSITIVE,0.0000,4457.00,0.4810,1.181
,31.82814583,564.0,35.8,0.9930,FALSE POSITIVE,0.0000,5908.00,0.9200,1.276
,3.629442796,1434.0,3.28,1.1710,FALSE POSITIVE,0.0000,6506.00,1.2170,0.97
,0.553261874,3689.0,97.36,1.3250,FALSE POSITIVE,0.7620,5679.00,3.1420,1.246
Kepler-777 b,5.72812616,569.0,1.38,0.5670,CONFIRMED,1.0000,3968.00,0.5480,0.22
Kepler-778 b,3.75574267,977.0,1.58,0.8840,CONFIRMED,1.0000,5311.00,0.7880,0.127
,7.44042933,883.0,2.74,0.9730,FALSE POSITIVE,0.0000,5815.00,0.8770,0.968
Kepler-257 c,6.581477136,881.0,4.56,0.8680,CONFIRMED,1.0000,5188.00,0.9730,0.137
Kepler-470 b,24.669192732,1485.0,77.76,2.7360,CONFIRMED,1.0000,5313.00,9.3270,0.073
Kepler-257 b,2.382652873,1237.0,2.74,0.8680,CONFIRMED,1.0000,5188.00,0.9730,0.682
Kepler-257 d,24.66461416,567.0,5.34,0.8680,CONFIRMED,1.0000,5188.00,0.9730,0.8
